Formula,crystal_system,A,B,ARR_A,ARR_B,MPR_A,MPR_B,END_A,END_B,OF,t,BL_AB,BL_AX,BL_BX,ENR,r_A12,r_A6,r_B,EN_A,EN_B,R_A,IE_A,D_A,TC_A,VLC_A,MP_A,BP_A,CR_A,VR_A,AM_A,R_B,IE_B,D_B,TC_B,VLC_B,MP_B,BP_B,CR_B,VR_B,AM_B
LiTeO3,Orthorhombic,Li,Te,2.783333333,2.216666667,8.345290655,13.29396615,2.46,1.34,0.55,0.75598513,247.887104,193.455356,185.838396,0.617511521,0.92,0.76,0.77,0.98,2.1,167,520,0.534,84.8,1,453.65,1615.0,128,182,7.0,133,869,6.232,0.52,16,722.66,1261.0,120,206,127.6
LiTeO3,Trigonal,Li,Te,2.783333333,2.216666667,8.345290655,13.29396615,2.46,1.34,0.55,0.75598513,247.887104,193.455356,185.838396,0.617511521,0.92,0.76,0.77,0.98,2.1,167,520,0.534,84.8,1,453.65,1615.0,128,182,7.0,133,869,6.232,0.52,16,722.66,1261.0,120,206,127.6
LiThO3,Cubic,Li,Th,2.783333333,3.0,8.345290655,37.21486387,2.46,2.14,0.671428571,0.701063133,247.990784,193.455356,185.587836,0.914529915,0.92,0.76,0.94,0.98,1.3,167,520,0.534,84.8,1,453.65,1615.0,128,182,7.0,180,587,11.72,0.00943,6,2023.0,5061.0,120,237,232.038
LiTiO3,Orthorhombic,Li,Ti,2.783333333,2.333333333,8.345290655,35.70640177,2.46,1.9,0.507142857,0.777482338,263.971776,193.455356,201.6751,0.900473934,0.92,0.76,0.71,0.98,1.54,167,520,0.534,84.8,1,453.65,1615.0,128,182,7.0,140,659,4.54,22.0,4,1941.0,3560.0,136,187,47.867
LiTlO3,Cubic,Li,Tl,2.783333333,2.833333333,8.345290655,10.61442237,2.46,1.82,0.857142857,0.63095682,247.963136,193.455356,185.701884,0.7,0.92,0.76,1.2,0.98,1.62,167,520,0.534,84.8,1,453.65,1615.0,128,182,7.0,170,589,11.85,100.0,5,577.0,1746.0,120,196,204.383
LiTmO3,Cubic,Li,Tm,2.783333333,3.133333333,8.345290655,33.44370861,2.46,2.19,0.685714286,0.69512192,247.993439,193.455356,185.568351,0.927966102,0.92,0.76,0.96,0.98,1.25,167,520,0.534,84.8,1,453.65,1615.0,128,182,7.0,188,597,9.321,50.0,9,1818.0,2223.0,120,227,168.93422
LiUO3,Trigonal,Li,U,2.783333333,2.916666667,8.345290655,25.90139809,2.46,2.06,0.542857143,0.759485061,247.9856,193.455356,185.618076,0.953703704,0.92,0.76,0.76,0.98,1.38,167,520,0.534,84.8,1,453.65,1615.0,128,182,7.0,175,597,18.95,35.0,8,1408.0,4404.0,120,240,238.0289
LiUO3,Cubic,Li,U,2.783333333,2.916666667,8.345290655,25.90139809,2.46,2.06,0.542857143,0.759485061,247.9856,193.455356,185.618076,0.953703704,0.92,0.76,0.76,0.98,1.38,167,520,0.534,84.8,1,453.65,1615.0,128,182,7.0,175,597,18.95,35.0,8,1408.0,4404.0,120,240,238.0289
LiUO3,Orthorhombic,Li,U,2.783333333,2.916666667,8.345290655,25.90139809,2.46,2.06,0.542857143,0.759485061,247.9856,193.455356,185.618076,0.953703704,0.92,0.76,0.76,0.98,1.38,167,520,0.534,84.8,1,453.65,1615.0,128,182,7.0,175,597,18.95,35.0,8,1408.0,4404.0,120,240,238.0289
LiVO3,Monoclinic,Li,V,2.783333333,2.233333333,8.345290655,40.15820456,2.46,1.81,0.385714286,0.845612233,252.961975,193.455356,190.705151,0.932989691,0.92,0.76,0.54,0.98,1.63,167,520,0.534,84.8,1,453.65,1615.0,128,182,7.0,134,651,6.11,31.0,5,2183.0,3680.0,125,179,50.9415
LiVO3,Tetragonal,Li,V,2.783333333,2.233333333,8.345290655,40.15820456,2.46,1.81,0.385714286,0.845612233,252.961975,193.455356,190.705151,0.932989691,0.92,0.76,0.54,0.98,1.63,167,520,0.534,84.8,1,453.65,1615.0,128,182,7.0,134,651,6.11,31.0,5,2183.0,3680.0,125,179,50.9415
LiWO3,Trigonal,Li,W,2.783333333,2.316666667,8.345290655,67.9727741,2.46,1.08,0.442857143,0.81212264,247.828604,193.455356,185.895024,0.534653465,0.92,0.76,0.62,0.98,2.36,167,520,0.534,84.8,1,453.65,1615.0,128,182,7.0,139,770,19.25,35.0,14,3695.0,5828.0,120,210,183.84
LiYbO3,Cubic,Li,Yb,2.783333333,3.083333333,8.345290655,20.08830022,2.46,2.34,0.678571429,0.698079886,247.998704,193.455356,185.507196,0.995744681,0.92,0.76,0.95,0.98,1.1,167,520,0.534,84.8,1,453.65,1615.0,128,182,7.0,185,603,6.965,0.52,10,1092.0,1469.0,120,242,173.05
LiYO3,Cubic,Li,Y,2.783333333,3.733333333,8.345290655,33.02060338,2.46,2.22,0.642857143,0.713255536,250.994816,193.455356,188.556444,0.965217391,0.92,0.76,0.9,0.98,1.22,167,520,0.534,84.8,1,453.65,1615.0,128,182,7.0,224,600,4.469,17.0,3,1795.0,3618.0,123,219,88.90584
LiZnO3,Cubic,Li,Zn,2.783333333,2.316666667,8.345290655,12.74245769,2.46,1.79,0.528571429,0.766583053,249.959599,193.455356,187.711631,0.836448598,0.92,0.76,0.74,0.98,1.65,167,520,0.534,84.8,1,453.65,1615.0,128,182,7.0,139,906,7.134,120.0,12,692.68,1180.0,122,139,65.4
LiZrO3,Trigonal,Li,Zr,2.783333333,3.516666667,8.345290655,39.1464312,2.46,2.11,0.514285714,0.773814968,252.988975,193.455356,190.599311,0.995283019,0.92,0.76,0.72,0.98,1.33,167,520,0.534,84.8,1,453.65,1615.0,128,182,7.0,211,640,6.506,23.0,4,2128.0,4682.0,125,186,91.22
Lu2O3,Cubic,Lu,Lu,2.9,2.9,35.61442237,35.61442237,2.17,2.17,0.614285714,0.760296229,240.0,185.576199,185.576199,0.960176991,1.03,0.86,0.86,1.27,1.27,174,523,9.84,0.12,11,1936.0,3675.0,120,221,174.9667,174,523,9.84,0.12,11,1936.0,3675.0,120,221,174.9667
LuAcO3,Orthorhombic,Lu,Ac,2.9,3.25,35.61442237,24.35614422,2.17,2.34,0.8,0.681852968,239.997399,185.576199,185.507196,0.928571429,1.03,0.86,1.12,1.27,1.1,174,523,9.84,0.12,11,1936.0,3675.0,120,221,174.9667,195,499,10.07,0.12,5,1324.0,3471.0,120,260,227.02775
LuAgO3,Cubic,Lu,Ag,2.9,2.666666667,35.61442237,22.71762325,2.17,1.51,0.535714286,0.799195106,243.960796,185.576199,189.794791,0.702325581,1.03,0.86,0.75,1.27,1.93,174,523,9.84,0.12,11,1936.0,3675.0,120,221,174.9667,160,731,10.501,400.0,11,1234.93,2435.0,124,172,107.868
LuAlO3,Trigonal,Lu,Al,2.9,2.383333333,35.61442237,17.17139441,2.17,1.83,0.385714286,0.885705917,240.989596,185.576199,186.698599,0.943298969,1.03,0.86,0.54,1.27,1.61,174,523,9.84,0.12,11,1936.0,3675.0,120,221,174.9667,143,578,2.698,27.0,3,933.437,2792.0,121,184,26.981538
LuAlO3,Cubic,Lu,Al,2.9,2.383333333,35.61442237,17.17139441,2.17,1.83,0.385714286,0.885705917,240.989596,185.576199,186.698599,0.943298969,1.03,0.86,0.54,1.27,1.61,174,523,9.84,0.12,11,1936.0,3675.0,120,221,174.9667,143,578,2.698,27.0,3,933.437,2792.0,121,184,26.981538
LuAlO3,Orthorhombic,Lu,Al,2.9,2.383333333,35.61442237,17.17139441,2.17,1.83,0.385714286,0.885705917,240.989596,185.576199,186.698599,0.943298969,1.03,0.86,0.54,1.27,1.61,174,523,9.84,0.12,11,1936.0,3675.0,120,221,174.9667,143,578,2.698,27.0,3,933.437,2792.0,121,184,26.981538
LuAlO3,Hexagonal,Lu,Al,2.9,2.383333333,35.61442237,17.17139441,2.17,1.83,0.385714286,0.885705917,240.989596,185.576199,186.698599,0.943298969,1.03,0.86,0.54,1.27,1.61,174,523,9.84,0.12,11,1936.0,3675.0,120,221,174.9667,143,578,2.698,27.0,3,933.437,2792.0,121,184,26.981538
LuAsO3,Cubic,Lu,As,2.9,1.983333333,35.61442237,20.05150846,2.17,1.26,0.414285714,0.867812868,238.925471,185.576199,184.857116,0.636363636,1.03,0.86,0.58,1.27,2.18,174,523,9.84,0.12,11,1936.0,3675.0,120,221,174.9667,119,947,5.776,50.0,5,1090.0,887.0,119,185,74.92159
LuAuO3,Cubic,Lu,Au,2.9,2.4,35.61442237,24.6013613,2.17,0.9,0.664285714,0.737454712,239.854839,185.576199,185.9271,0.386266094,1.03,0.86,0.93,1.27,2.54,174,523,9.84,0.12,11,1936.0,3675.0,120,221,174.9667,144,890,19.282,7.7,3,1337.33,3129.0,120,166,196.96657
LuBaO3,Orthorhombic,Lu,Ba,2.9,4.216666667,35.61442237,18.39587932,2.17,2.55,0.964285714,0.624825265,239.987004,185.576199,185.414775,0.927272727,1.03,0.86,1.35,1.27,0.89,174,523,9.84,0.12,11,1936.0,3675.0,120,221,174.9667,253,503,3.594,35.0,4,1000.0,2170.0,120,268,137.33
LuBeO3,Tetragonal,Lu,Be,2.9,1.866666667,35.61442237,28.69757174,2.17,1.87,0.321428571,0.928794313,215.9919,185.576199,161.685279,1.010810811,1.03,0.86,0.45,1.27,1.57,174,523,9.84,0.12,11,1936.0,3675.0,120,221,174.9667,112,900,1.85,200.0,2,1560.0,2744.0,96,153,9.012183
LuBiO3,Trigonal,Lu,Bi,2.9,2.633333333,35.61442237,10.01747609,2.17,1.42,0.735714286,0.707106781,239.949375,185.576199,185.818524,0.58436214,1.03,0.86,1.03,1.27,2.02,174,523,9.84,0.12,11,1936.0,3675.0,120,221,174.9667,158,703,9.807,400.0,7,544.55,1837.0,120,207,208.9804
LuBiO3,Cubic,Lu,Bi,2.9,2.633333333,35.61442237,10.01747609,2.17,1.42,0.735714286,0.707106781,239.949375,185.576199,185.818524,0.58436214,1.03,0.86,1.03,1.27,2.02,174,523,9.84,0.12,11,1936.0,3675.0,120,221,174.9667,158,703,9.807,400.0,7,544.55,1837.0,120,207,208.9804
LuBO3,Trigonal,Lu,B,2.9,1.45,35.61442237,43.19352465,2.17,1.4,0.192857143,1.028903879,203.946639,185.576199,149.8236,0.838323353,1.03,0.86,0.27,1.27,2.04,174,523,9.84,0.12,11,1936.0,3675.0,120,221,174.9667,87,801,2.34,27.4,3,2348.0,4273.0,84,192,10.81
LuBO3,Orthorhombic,Lu,B,2.9,1.45,35.61442237,43.19352465,2.17,1.4,0.192857143,1.028903879,203.946639,185.576199,149.8236,0.838323353,1.03,0.86,0.27,1.27,2.04,174,523,9.84,0.12,11,1936.0,3675.0,120,221,174.9667,87,801,2.34,27.4,3,2348.0,4273.0,84,192,10.81
LuBO3,Cubic,Lu,B,2.9,1.45,35.61442237,43.19352465,2.17,1.4,0.192857143,1.028903879,203.946639,185.576199,149.8236,0.838323353,1.03,0.86,0.27,1.27,2.04,174,523,9.84,0.12,11,1936.0,3675.0,120,221,174.9667,87,801,2.34,27.4,3,2348.0,4273.0,84,192,10.81
LuCaO3,Cubic,Lu,Ca,2.9,3.233333333,35.61442237,20.51140545,2.17,2.44,0.714285714,0.715945616,290.993439,185.576199,236.464176,1.016666667,1.03,0.86,1.0,1.27,1.0,174,523,9.84,0.12,11,1936.0,3675.0,120,221,174.9667,194,590,1.54,200.0,2,1115.0,1757.0,171,231,40.08
LuCdO3,Cubic,Lu,Cd,2.9,2.516666667,35.61442237,10.93119941,2.17,1.75,0.678571429,0.731178501,242.984124,185.576199,188.724375,0.744680851,1.03,0.86,0.95,1.27,1.69,174,523,9.84,0.12,11,1936.0,3675.0,120,221,174.9667,151,868,8.69,120.0,12,594.22,1040.0,123,158,112.41
LuCeO3,Cubic,Lu,Ce,2.9,3.3,35.61442237,19.70198675,2.17,2.32,0.721428571,0.712974887,239.997975,185.576199,185.515584,0.962655602,1.03,0.86,1.01,1.27,1.12,174,523,9.84,0.12,11,1936.0,3675.0,120,221,174.9667,198,534,6.77,23.0,6,1071.0,3697.0,120,235,140.116
LuCoO3,Orthorhombic,Lu,Co,2.9,2.083333333,35.61442237,32.52391464,2.17,1.56,0.435714286,0.854860437,215.966511,185.576199,161.780976,0.776119403,1.03,0.86,0.61,1.27,1.88,174,523,9.84,0.12,11,1936.0,3675.0,120,221,174.9667,125,760,8.86,100.0,9,1768.0,3200.0,96,192,58.93319
LuCrO3,Orthorhombic,Lu,Cr,2.9,2.133333333,35.61442237,40.10301692,2.17,1.78,0.442857143,0.850628455,233.986311,185.576199,179.714844,0.881188119,1.03,0.86,0.62,1.27,1.66,174,523,9.84,0.12,11,1936.0,3675.0,120,221,174.9667,128,653,7.15,94.0,6,2180.0,2944.0,114,189,51.996
LuCuO3,Orthorhombic,Lu,Cu,2.9,2.25,35.61442237,24.97737307,2.17,1.54,0.385714286,0.885705917,225.964279,185.576199,171.786556,0.793814433,1.03,0.86,0.54,1.27,1.9,174,523,9.84,0.12,11,1936.0,3675.0,120,221,174.9667,135,745,8.96,400.0,11,1357.77,2835.0,106,140,63.55
LuDyO3,Cubic,Lu,Dy,2.9,3.133333333,35.61442237,30.99705666,2.17,2.22,0.65,0.743839601,239.999775,185.576199,185.556444,0.961038961,1.03,0.86,0.91,1.27,1.22,174,523,9.84,0.12,11,1936.0,3675.0,120,221,174.9667,188,573,8.55,120.0,6,1685.0,2840.0,120,229,162.5
LuErO3,Cubic,Lu,Er,2.9,3.15,35.61442237,33.14937454,2.17,2.2,0.635714286,0.750336017,239.999919,185.576199,185.5644,0.96069869,1.03,0.86,0.89,1.27,1.24,174,523,9.84,0.12,11,1936.0,3675.0,120,221,174.9667,189,589,9.066,60.0,8,1802.0,3141.0,120,235,167.26
LuEuO3,Orthorhombic,Lu,Eu,2.9,3.3,35.61442237,20.14348786,2.17,2.24,0.678571429,0.731178501,239.999559,185.576199,185.548416,0.953191489,1.03,0.86,0.95,1.27,1.2,174,523,9.84,0.12,11,1936.0,3675.0,120,221,174.9667,198,547,5.243,100.0,3,1095.0,1802.0,120,233,151.964
LuFeO3,Orthorhombic,Lu,Fe,2.9,2.1,35.61442237,33.31493745,2.17,1.61,0.464285714,0.838180233,218.971776,185.576199,164.766711,0.785365854,1.03,0.86,0.65,1.27,1.83,174,523,9.84,0.12,11,1936.0,3675.0,120,221,174.9667,126,762,7.874,79.0,8,1811.0,3134.0,99,194,55.84
LuFeO3,Hexagonal,Lu,Fe,2.9,2.1,35.61442237,33.31493745,2.17,1.61,0.464285714,0.838180233,218.971776,185.576199,164.766711,0.785365854,1.03,0.86,0.65,1.27,1.83,174,523,9.84,0.12,11,1936.0,3675.0,120,221,174.9667,126,762,7.874,79.0,8,1811.0,3134.0,99,194,55.84
LuGaO3,Cubic,Lu,Ga,2.9,2.25,35.61442237,5.572295806,2.17,1.63,0.442857143,0.850628455,241.973756,185.576199,187.760879,0.806930693,1.03,0.86,0.62,1.27,1.81,174,523,9.84,0.12,11,1936.0,3675.0,120,221,174.9667,135,579,5.907,29.0,3,302.91,2477.0,122,187,69.723
LuGaO3,Orthorhombic,Lu,Ga,2.9,2.25,35.61442237,5.572295806,2.17,1.63,0.442857143,0.850628455,241.973756,185.576199,187.760879,0.806930693,1.03,0.86,0.62,1.27,1.81,174,523,9.84,0.12,11,1936.0,3675.0,120,221,174.9667,135,579,5.907,29.0,3,302.91,2477.0,122,187,69.723
LuGaO3,Hexagonal,Lu,Ga,2.9,2.25,35.61442237,5.572295806,2.17,1.63,0.442857143,0.850628455,241.973756,185.576199,187.760879,0.806930693,1.03,0.86,0.62,1.27,1.81,174,523,9.84,0.12,11,1936.0,3675.0,120,221,174.9667,135,579,5.907,29.0,3,302.91,2477.0,122,187,69.723
LuGdO3,Cubic,Lu,Gd,2.9,3.216666667,35.61442237,29.17586461,2.17,2.24,0.671428571,0.734303196,239.999559,185.576199,185.548416,0.957264957,1.03,0.86,0.94,1.27,1.2,174,523,9.84,0.12,11,1936.0,3675.0,120,221,174.9667,193,593,7.895,91.0,4,1586.0,3546.0,120,237,157.25
LuGeO3,Cubic,Lu,Ge,2.9,2.033333333,35.61442237,22.28476821,2.17,1.43,0.45,0.846438167,239.950716,185.576199,185.815959,0.704433498,1.03,0.86,0.63,1.27,2.01,174,523,9.84,0.12,11,1936.0,3675.0,120,221,174.9667,122,762,5.323,60.0,4,1211.4,3106.0,120,211,72.63
LuHfO3,Cubic,Lu,Hf,2.9,2.916666667,35.61442237,46.10007358,2.17,2.14,0.507142857,0.814345724,239.999919,185.576199,185.587836,1.014218009,1.03,0.86,0.71,1.27,1.3,174,523,9.84,0.12,11,1936.0,3675.0,120,221,174.9667,175,658,13.31,0.00943,12,2506.0,4876.0,120,212,178.49
LuHgO3,Cubic,Lu,Hg,2.9,2.516666667,35.61442237,4.310522443,2.17,1.44,0.792857143,0.684569513,239.952039,185.576199,185.813376,0.573705179,1.03,0.86,1.11,1.27,2.0,174,523,9.84,0.12,11,1936.0,3675.0,120,221,174.9667,151,1007,13.5336,79.0,4,234.32,629.88,120,209,200.59
LuHoO3,Cubic,Lu,Ho,2.9,3.166666667,35.61442237,32.13760118,2.17,2.21,0.642857143,0.747073686,239.999856,185.576199,185.560431,0.960869565,1.03,0.86,0.9,1.27,1.23,174,523,9.84,0.12,11,1936.0,3675.0,120,221,174.9667,190,581,8.795,29.0,7,1747.0,2973.0,120,216,164.93033
LuInO3,Cubic,Lu,In,2.9,2.766666667,35.61442237,7.905629139,2.17,1.66,0.571428571,0.781031581,241.976591,185.576199,187.751996,0.754545455,1.03,0.86,0.8,1.27,1.78,174,523,9.84,0.12,11,1936.0,3675.0,120,221,174.9667,166,558,7.31,29.0,13,429.75,2345.0,122,193,114.818
LuIrO3,Cubic,Lu,Ir,2.9,2.266666667,35.61442237,50.01839588,2.17,1.24,0.485714286,0.826091095,239.922159,185.576199,185.861616,0.596153846,1.03,0.86,0.68,1.27,2.2,174,523,9.84,0.12,11,1936.0,3675.0,120,221,174.9667,136,880,22.56,31.0,17,2719.0,4701.0,120,202,192.22
LuKO3,Orthorhombic,Lu,K,2.9,4.05,35.61442237,6.190765269,2.17,2.62,0.985714286,0.618082546,315.981775,185.576199,261.382204,0.942446043,1.03,0.86,1.38,1.27,0.82,174,523,9.84,0.12,11,1936.0,3675.0,120,221,174.9667,243,419,0.862,140.0,1,336.53,1032.0,196,275,39.0983
LuLaO3,Cubic,Lu,La,2.9,3.25,35.61442237,21.90949227,2.17,2.34,0.735714286,0.707106781,239.997399,185.576199,185.507196,0.962962963,1.03,0.86,1.03,1.27,1.1,174,523,9.84,0.12,11,1936.0,3675.0,120,221,174.9667,195,538,6.145,17.0,5,1191.0,3737.0,120,240,138.9055
LuLiO3,Cubic,Lu,Li,2.9,2.783333333,35.61442237,8.345290655,2.17,2.46,0.542857143,0.795495129,247.992431,185.576199,193.455356,1.138888889,1.03,0.86,0.76,1.27,0.98,174,523,9.84,0.12,11,1936.0,3675.0,120,221,174.9667,167,520,0.534,84.8,1,453.65,1615.0,128,182,7.0
LuMgO3,Cubic,Lu,Mg,2.9,2.416666667,35.61442237,16.97939662,2.17,2.13,0.514285714,0.810504471,260.999856,185.576199,206.591679,1.004716981,1.03,0.86,0.72,1.27,1.31,174,523,9.84,0.12,11,1936.0,3675.0,120,221,174.9667,145,738,1.738,190.0,2,923.0,1363.0,141,173,24.305
LuMnO3,Orthorhombic,Lu,Mn,2.9,2.116666667,35.61442237,27.94334069,2.17,1.89,0.464285714,0.838180233,222.992944,185.576199,168.678511,0.92195122,1.03,0.86,0.65,1.27,1.55,174,523,9.84,0.12,11,1936.0,3675.0,120,221,174.9667,127,717,7.44,7.7,7,1519.0,2334.0,103,197,54.93804
LuMnO3,Hexagonal,Lu,Mn,2.9,2.116666667,35.61442237,27.94334069,2.17,1.89,0.464285714,0.838180233,222.992944,185.576199,168.678511,0.92195122,1.03,0.86,0.65,1.27,1.55,174,523,9.84,0.12,11,1936.0,3675.0,120,221,174.9667,127,717,7.44,7.7,7,1519.0,2334.0,103,197,54.93804
LuMoO3,Cubic,Lu,Mo,2.9,2.316666667,35.61442237,53.27446652,2.17,1.28,0.492857143,0.822138506,245.928711,185.576199,191.852544,0.612440191,1.03,0.86,0.69,1.27,2.16,174,523,9.84,0.12,11,1936.0,3675.0,120,221,174.9667,139,684,10.22,94.0,6,2896.0,4912.0,126,209,95.95
LuNaO3,Cubic,Lu,Na,2.9,3.166666667,35.61442237,6.823951435,2.17,2.51,0.728571429,0.71002871,285.989596,185.576199,231.432991,1.037190083,1.03,0.86,1.02,1.27,0.93,174,523,9.84,0.12,11,1936.0,3675.0,120,221,174.9667,190,496,0.971,85.0,1,370.95,1156.0,166,227,22.9897693
LuNbO3,Cubic,Lu,Nb,2.9,2.433333333,35.61442237,50.58866814,2.17,1.84,0.514285714,0.810504471,244.990199,185.576199,190.695296,0.867924528,1.03,0.86,0.72,1.27,1.6,174,523,9.84,0.12,11,1936.0,3675.0,120,221,174.9667,146,652,8.57,31.0,5,2750.0,5017.0,125,207,92.90637
LuNdO3,Cubic,Lu,Nd,2.9,3.333333333,35.61442237,23.80426784,2.17,2.3,0.7,0.721961966,239.998479,185.576199,185.5239,0.966386555,1.03,0.86,0.98,1.27,1.14,174,523,9.84,0.12,11,1936.0,3675.0,120,221,174.9667,200,533,7.007,94.0,8,1294.0,3347.0,120,229,144.24
LuNiO3,Monoclinic,Lu,Ni,2.9,2.066666667,35.61442237,31.78807947,2.17,1.53,0.428571429,0.859134739,217.963136,185.576199,163.789319,0.765,1.03,0.86,0.6,1.27,1.91,174,523,9.84,0.12,11,1936.0,3675.0,120,221,174.9667,124,737,8.912,91.0,10,1728.0,3186.0,98,163,58.693
LuNiO3,Orthorhombic,Lu,Ni,2.9,2.066666667,35.61442237,31.78807947,2.17,1.53,0.428571429,0.859134739,217.963136,185.576199,163.789319,0.765,1.03,0.86,0.6,1.27,1.91,174,523,9.84,0.12,11,1936.0,3675.0,120,221,174.9667,124,737,8.912,91.0,10,1728.0,3186.0,98,163,58.693
LuNpO3,Cubic,Lu,Np,2.9,2.916666667,35.61442237,16.86902134,2.17,2.08,0.614285714,0.760296229,239.999271,185.576199,185.610624,0.920353982,1.03,0.86,0.86,1.27,1.36,174,523,9.84,0.12,11,1936.0,3675.0,120,221,174.9667,175,604,20.45,17.0,9,917.0,4175.0,120,221,237.048172
LuOsO3,Cubic,Lu,Os,2.9,2.283333333,35.61442237,60.81677704,2.17,1.24,0.407142857,0.872218009,239.922159,185.576199,185.861616,0.629441624,1.03,0.86,0.57,1.27,2.2,174,523,9.84,0.12,11,1936.0,3675.0,120,221,174.9667,137,840,22.61,23.0,16,3306.0,5285.0,120,216,190.2
LuPaO3,Cubic,Lu,Pa,2.9,3.0,35.61442237,33.94039735,2.17,1.94,0.65,0.743839601,239.995239,185.576199,185.661276,0.83982684,1.03,0.86,0.91,1.27,1.5,174,523,9.84,0.12,11,1936.0,3675.0,120,221,174.9667,180,568,15.37,58.0,7,1845.0,4026.0,120,243,231.03588
LuPbO3,Cubic,Lu,Pb,2.9,2.916666667,35.61442237,11.04874908,2.17,1.11,0.707142857,0.718941204,239.898876,185.576199,185.889111,0.464435146,1.03,0.86,0.99,1.27,2.33,174,523,9.84,0.12,11,1936.0,3675.0,120,221,174.9667,175,716,11.342,91.0,6,600.61,2022.0,120,202,207.0
LuPdO3,Cubic,Lu,Pd,2.9,2.283333333,35.61442237,33.6285872,2.17,1.24,0.535714286,0.799195106,244.922159,185.576199,190.861616,0.576744186,1.03,0.86,0.75,1.27,2.2,174,523,9.84,0.12,11,1936.0,3675.0,120,221,174.9667,137,804,12.02,91.0,10,1828.05,3236.0,125,163,106.42
LuPmO3,Cubic,Lu,Pm,2.9,3.35,35.61442237,24.19058131,2.17,2.31,0.692857143,0.725008219,239.998236,185.576199,185.519751,0.974683544,1.03,0.86,0.97,1.27,1.13,174,523,9.84,0.12,11,1936.0,3675.0,120,221,174.9667,201,540,7.26,7.7,1,1315.0,3273.0,120,236,144.91276
LuPrO3,Cubic,Lu,Pr,2.9,3.333333333,35.61442237,22.1486387,2.17,2.31,0.707142857,0.718941204,239.998236,185.576199,185.519751,0.966527197,1.03,0.86,0.99,1.27,1.13,174,523,9.84,0.12,11,1936.0,3675.0,120,221,174.9667,200,527,6.773,31.0,7,1204.0,3793.0,120,239,140.90766
LuPtO3,Cubic,Lu,Pt,2.9,2.316666667,35.61442237,37.55610743,2.17,1.16,0.478571429,0.830081874,239.908191,185.576199,185.878896,0.560386473,1.03,0.86,0.67,1.27,2.28,174,523,9.84,0.12,11,1936.0,3675.0,120,221,174.9667,139,870,21.46,94.0,18,2041.55,4098.0,120,209,195.08
LuPuO3,Cubic,Lu,Pu,2.9,2.916666667,35.61442237,16.79543782,2.17,2.16,0.592857143,0.77052443,239.999991,185.576199,185.580096,0.968609865,1.03,0.86,0.83,1.27,1.28,174,523,9.84,0.12,11,1936.0,3675.0,120,221,174.9667,175,585,19.84,23.0,10,913.0,3501.0,120,243,244.0642
LuRbO3,Cubic,Lu,Rb,2.9,5.05,35.61442237,5.747976453,2.17,2.62,1.085714286,0.588448451,236.981775,185.576199,182.382204,0.897260274,1.03,0.86,1.52,1.27,0.82,174,523,9.84,0.12,11,1936.0,3675.0,120,221,174.9667,303,403,1.532,58.0,1,312.46,961.0,117,303,85.468
LuReO3,Cubic,Lu,Re,2.9,2.283333333,35.61442237,63.63134658,2.17,1.54,0.45,0.846438167,239.964279,185.576199,185.786556,0.75862069,1.03,0.86,0.63,1.27,1.9,174,523,9.84,0.12,11,1936.0,3675.0,120,221,174.9667,137,760,21.02,17.0,15,3459.0,5869.0,120,217,186.207
LuRhO3,Cubic,Lu,Rh,2.9,2.25,35.61442237,41.15158205,2.17,1.16,0.478571429,0.830081874,244.908191,185.576199,190.878896,0.560386473,1.03,0.86,0.67,1.27,2.28,174,523,9.84,0.12,11,1936.0,3675.0,120,221,174.9667,135,720,12.41,100.0,9,2237.0,3968.0,125,195,102.9055
LuRhO3,Orthorhombic,Lu,Rh,2.9,2.25,35.61442237,41.15158205,2.17,1.16,0.478571429,0.830081874,244.908191,185.576199,190.878896,0.560386473,1.03,0.86,0.67,1.27,2.28,174,523,9.84,0.12,11,1936.0,3675.0,120,221,174.9667,135,720,12.41,100.0,9,2237.0,3968.0,125,195,102.9055
LuRuO3,Cubic,Lu,Ru,2.9,2.266666667,35.61442237,47.9580574,2.17,1.24,0.485714286,0.826091095,245.922159,185.576199,191.861616,0.596153846,1.03,0.86,0.68,1.27,2.2,174,523,9.84,0.12,11,1936.0,3675.0,120,221,174.9667,136,710,12.37,79.0,8,2607.0,4423.0,126,207,101.1
LuSbO3,Cubic,Lu,Sb,2.9,2.316666667,35.61442237,16.62582781,2.17,1.39,0.542857143,0.795495129,239.945244,185.576199,185.826111,0.643518519,1.03,0.86,0.76,1.27,2.05,174,523,9.84,0.12,11,1936.0,3675.0,120,221,174.9667,139,834,6.685,50.0,15,903.78,1860.0,120,206,121.76
LuScO3,Orthorhombic,Lu,Sc,2.9,2.7,35.61442237,33.37012509,2.17,2.08,0.535714286,0.799195106,267.999271,185.576199,213.610624,0.96744186,1.03,0.86,0.75,1.27,1.36,174,523,9.84,0.12,11,1936.0,3675.0,120,221,174.9667,162,633,2.989,16.0,3,1814.0,3109.0,148,211,44.95591
LuScO3,Cubic,Lu,Sc,2.9,2.7,35.61442237,33.37012509,2.17,2.08,0.535714286,0.799195106,267.999271,185.576199,213.610624,0.96744186,1.03,0.86,0.75,1.27,1.36,174,523,9.84,0.12,11,1936.0,3675.0,120,221,174.9667,162,633,2.989,16.0,3,1814.0,3109.0,148,211,44.95591
